"","","Columbiana County, Ohio","Columbiana County, Ohio"
"","","Mahoning County, Ohio","Mahoning County, Ohio"
"","","Dane County, Wisconsin","Dane County, Wisconsin"
"","","Boone County, Indiana","Boone County, Indiana"
"","","Ada County, Idaho","Ada County, Idaho"
"","","Portsmouth city, Virginia","Portsmouth city, Virginia"
"","","Suffolk city, Virginia","Suffolk city, Virginia"
"","","Cheshire County, New Hampshire","Cheshire County, New Hampshire"
"","","Spokane County, Washington","Spokane County, Washington"
"","","Warren County, Kentucky","Warren County, Kentucky"
"","","Richmond County, New York","Richmond County, New York"
"","","Sheboygan County, Wisconsin","Sheboygan County, Wisconsin"
"","","Gaston County, North Carolina","Gaston County, North Carolina"
"","","Kenosha County, Wisconsin","Kenosha County, Wisconsin"
"","","Rock County, Wisconsin","Rock County, Wisconsin"
"","","Black Hawk County, Iowa","Black Hawk County, Iowa"
"","","Butler County, Ohio","Butler County, Ohio"
"","","Sedgwick County, Kansas","Sedgwick County, Kansas"
"","","Pulaski County, Arkansas","Pulaski County, Arkansas"
"","","Rice County, Minnesota","Rice County, Minnesota"
"","","Forrest County, Mississippi","Forrest County, Mississippi"
"","","Greene County, Missouri","Greene County, Missouri"
"","","St. Louis city, Missouri","St. Louis city, Missouri"
"","","Lincoln County, South Dakota","Lincoln County, South Dakota"
"","","Rockdale County, Georgia","Rockdale County, Georgia"
"","","Jasper County, Missouri","Jasper County, Missouri"
"","","Montgomery County, Tennessee","Montgomery County, Tennessee"
"","","Floyd County, Georgia","Floyd County, Georgia"
"","","Clay County, Missouri","Clay County, Missouri"
"","","Dougherty County, Georgia","Dougherty County, Georgia"
"","","Walton County, Georgia","Walton County, Georgia"
"","","Clarke County, Georgia","Clarke County, Georgia"
"","","Monroe County, Indiana","Monroe County, Indiana"
"","","Garland County, Arkansas","Garland County, Arkansas"
"","","Crow Wing County, Minnesota","Crow Wing County, Minnesota"
"","","Olmsted County, Minnesota","Olmsted County, Minnesota"
"","","Bradley County, Tennessee","Bradley County, Tennessee"
"","","Carver County, Minnesota","Carver County, Minnesota"
"","","Story County, Iowa","Story County, Iowa"
"","","Clay County, Florida","Clay County, Florida"
"","","Cherokee County, Georgia","Cherokee County, Georgia"
"","","Butler County, Kansas","Butler County, Kansas"
"","","Cobb County, Georgia","Cobb County, Georgia"
"","","Shawnee County, Kansas","Shawnee County, Kansas"
"","","Hampton city, Virginia","Hampton city, Virginia"
"","","Bartow County, Georgia","Bartow County, Georgia"
"","","Norfolk city, Virginia","Norfolk city, Virginia"
"","","Virginia Beach city, Virginia","Virginia Beach city, Virginia"
"","","Arlington County, Virginia","Arlington County, Virginia"
"","","Chesapeake city, Virginia","Chesapeake city, Virginia"
"","","Spalding County, Georgia","Spalding County, Georgia"
"","","Minnehaha County, South Dakota","Minnehaha County, South Dakota"
"","","Androscoggin County, Maine","Androscoggin County, Maine"
"","","Walworth County, Wisconsin","Walworth County, Wisconsin"
"","","Kennebec County, Maine","Kennebec County, Maine"
"","","Lapeer County, Michigan","Lapeer County, Michigan"
"","","La Crosse County, Wisconsin","La Crosse County, Wisconsin"
"","","Anoka County, Minnesota","Anoka County, Minnesota"
"","","Ramsey County, Minnesota","Ramsey County, Minnesota"
"","","Sherburne County, Minnesota","Sherburne County, Minnesota"
"","","Hendricks County, Indiana","Hendricks County, Indiana"
"","","Delaware County, Indiana","Delaware County, Indiana"
"","","Bartholomew County, Indiana","Bartholomew County, Indiana"
"","","Wicomico County, Maryland","Wicomico County, Maryland"
"","","Anne Arundel County, Maryland","Anne Arundel County, Maryland"
"","","Peoria County, Illinois","Peoria County, Illinois"
"","","Baltimore city, Maryland","Baltimore city, Maryland"
"","","Livingston County, Michigan","Livingston County, Michigan"
"","","Sarpy County, Nebraska","Sarpy County, Nebraska"
"","","Madison County, Indiana","Madison County, Indiana"
"","","Leavenworth County, Kansas","Leavenworth County, Kansas"
"","","McKinley County, New Mexico","McKinley County, New Mexico"
"","","Bonneville County, Idaho","Bonneville County, Idaho"
"","","Wyandotte County, Kansas","Wyandotte County, Kansas"
"","","Otero County, New Mexico","Otero County, New Mexico"
"","","Cleveland County, North Carolina","Cleveland County, North Carolina"
"","","Kootenai County, Idaho","Kootenai County, Idaho"
"","","Bronx County, New York","Bronx County, New York"
"","","Jackson County, Mississippi","Jackson County, Mississippi"
"","","Union County, North Carolina","Union County, North Carolina"
"","","Washtenaw County, Michigan","Washtenaw County, Michigan"
"","","Monroe County, New York","Monroe County, New York"
"","","Clark County, Indiana","Clark County, Indiana"
"","","Vigo County, Indiana","Vigo County, Indiana"
"","","McCracken County, Kentucky","McCracken County, Kentucky"
"","","Ocean County, New Jersey","Ocean County, New Jersey"
"","","Monmouth County, New Jersey","Monmouth County, New Jersey"
"","","Marion County, Indiana","Marion County, Indiana"
"","","Kent County, Michigan","Kent County, Michigan"
"","","El Paso County, Colorado","El Paso County, Colorado"
"","","Hudson County, New Jersey","Hudson County, New Jersey"
"","","Union County, New Jersey","Union County, New Jersey"
"","","Oakland County, Michigan","Oakland County, Michigan"
"","","Rockland County, New York","Rockland County, New York"
"","","Oklahoma County, Oklahoma","Oklahoma County, Oklahoma"
"","","St. Joseph County, Indiana","St. Joseph County, Indiana"
"","","Ionia County, Michigan","Ionia County, Michigan"
"","","Platte County, Missouri","Platte County, Missouri"
"","","Wayne County, Indiana","Wayne County, Indiana"
"","","Umatilla County, Oregon","Umatilla County, Oregon"
"","","Lawrence County, Pennsylvania","Lawrence County, Pennsylvania"
"","","Pottawattamie County, Iowa","Pottawattamie County, Iowa"
"","","Mercer County, Pennsylvania","Mercer County, Pennsylvania"
"","","Vanderburgh County, Indiana","Vanderburgh County, Indiana"
"","","Christian County, Kentucky","Christian County, Kentucky"
"","","Creek County, Oklahoma","Creek County, Oklahoma"
"","","Oldham County, Kentucky","Oldham County, Kentucky"
"","","Tuscaloosa County, Alabama","Tuscaloosa County, Alabama"
"","","Calhoun County, Alabama","Calhoun County, Alabama"
"","","Kalamazoo County, Michigan","Kalamazoo County, Michigan"
"","","Saginaw County, Michigan","Saginaw County, Michigan"
"","","Terrebonne Parish, Louisiana","Terrebonne Parish, Louisiana"
"","","Elkhart County, Indiana","Elkhart County, Indiana"
"","","Ontario County, New York","Ontario County, New York"
"","","Dodge County, Wisconsin","Dodge County, Wisconsin"
"","","Clinton County, Michigan","Clinton County, Michigan"
"","","Jefferson County, Kentucky","Jefferson County, Kentucky"
"","","Campbell County, Kentucky","Campbell County, Kentucky"
"","","Outagamie County, Wisconsin","Outagamie County, Wisconsin"
"","","Chippewa County, Wisconsin","Chippewa County, Wisconsin"
"","","Hamilton County, Indiana","Hamilton County, Indiana"
"","","Rensselaer County, New York","Rensselaer County, New York"
"","","Pulaski County, Kentucky","Pulaski County, Kentucky"
"","","Schenectady County, New York","Schenectady County, New York"
"","","Craighead County, Arkansas","Craighead County, Arkansas"
"","","Rogers County, Oklahoma","Rogers County, Oklahoma"
"","","Broome County, New York","Broome County, New York"
"","","Monongalia County, West Virginia","Monongalia County, West Virginia"
"","","Milwaukee County, Wisconsin","Milwaukee County, Wisconsin"
"","","Canadian County, Oklahoma","Canadian County, Oklahoma"
"","","Kings County, California","Kings County, California"
"","","Racine County, Wisconsin","Racine County, Wisconsin"
"","","Lauderdale County, Alabama","Lauderdale County, Alabama"
"","","Pima County, Arizona","Pima County, Arizona"
"","","Dutchess County, New York","Dutchess County, New York"
"","","Comanche County, Oklahoma","Comanche County, Oklahoma"
"","","Midland County, Michigan","Midland County, Michigan"
"","","Lynchburg city, Virginia","Lynchburg city, Virginia"
"","","Washington County, Arkansas","Washington County, Arkansas"
"","","Sacramento County, California","Sacramento County, California"
"","","Kent County, Delaware","Kent County, Delaware"
"","","Santa Rosa County, Florida","Santa Rosa County, Florida"
"","","Calhoun County, Michigan","Calhoun County, Michigan"
"","","Broward County, Florida","Broward County, Florida"
"","","Richmond city, Virginia","Richmond city, Virginia"
"","","Kent County, Rhode Island","Kent County, Rhode Island"
"","","Sangamon County, Illinois","Sangamon County, Illinois"
"","","Warrick County, Indiana","Warrick County, Indiana"
"","","Floyd County, Indiana","Floyd County, Indiana"
"","","Roanoke city, Virginia","Roanoke city, Virginia"
"","","Montcalm County, Michigan","Montcalm County, Michigan"
"","","Van Buren County, Michigan","Van Buren County, Michigan"
"","","Hancock County, Indiana","Hancock County, Indiana"
"","","Morgan County, Indiana","Morgan County, Indiana"
"","","Lenawee County, Michigan","Lenawee County, Michigan"
"","","Johnson County, Iowa","Johnson County, Iowa"
"","","Porter County, Indiana","Porter County, Indiana"
"","","Johnson County, Kansas","Johnson County, Kansas"
"","","Christian County, Missouri","Christian County, Missouri"
"","","Ward County, North Dakota","Ward County, North Dakota"
"","","Lea County, New Mexico","Lea County, New Mexico"
"","","Tuscarawas County, Ohio","Tuscarawas County, Ohio"
"","","Clark County, Ohio","Clark County, Ohio"
"","","Steuben County, New York","Steuben County, New York"
"","","Miami County, Ohio","Miami County, Ohio"
"","","Montgomery County, Ohio","Montgomery County, Ohio"
"","","Delaware County, Ohio","Delaware County, Ohio"
"","","Fairfield County, Ohio","Fairfield County, Ohio"
"","","Summit County, Ohio","Summit County, Ohio"
"","","Rockwall County, Texas","Rockwall County, Texas"
"","","Hays County, Texas","Hays County, Texas"
"","","Yellowstone County, Montana","Yellowstone County, Montana"
"","","Union County, Ohio","Union County, Ohio"
"","","Greene County, Ohio","Greene County, Ohio"
"","","Kaufman County, Texas","Kaufman County, Texas"
"","","Grayson County, Texas","Grayson County, Texas"
"","","Snohomish County, Washington","Snohomish County, Washington"
"","","Stark County, Ohio","Stark County, Ohio"
"","","Liberty County, Texas","Liberty County, Texas"
"","","Hood County, Texas","Hood County, Texas"
"","","Wood County, Ohio","Wood County, Ohio"
"","","Geauga County, Ohio","Geauga County, Ohio"
"","","Plymouth County, Massachusetts","Plymouth County, Massachusetts"
"","","Buchanan County, Missouri","Buchanan County, Missouri"
"","","Jones County, Mississippi","Jones County, Mississippi"
"","","Douglas County, Nebraska","Douglas County, Nebraska"
"","","Bernalillo County, New Mexico","Bernalillo County, New Mexico"
"","","Berks County, Pennsylvania","Berks County, Pennsylvania"
"","","Tompkins County, New York","Tompkins County, New York"
"","","Schuylkill County, Pennsylvania","Schuylkill County, Pennsylvania"
"","","Lee County, North Carolina","Lee County, North Carolina"
"","","Franklin County, North Carolina","Franklin County, North Carolina"
"","","Medina County, Ohio","Medina County, Ohio"
"","","Lackawanna County, Pennsylvania","Lackawanna County, Pennsylvania"
"","","Cumberland County, Pennsylvania","Cumberland County, Pennsylvania"
"","","Linn County, Iowa","Linn County, Iowa"
"","","Brown County, Wisconsin","Brown County, Wisconsin"
"","","Catoosa County, Georgia","Catoosa County, Georgia"
"","","Midland County, Texas","Midland County, Texas"
"","","Trumbull County, Ohio","Trumbull County, Ohio"
"","","Beaver County, Pennsylvania","Beaver County, Pennsylvania"
"","","Winnebago County, Wisconsin","Winnebago County, Wisconsin"
"","","Lancaster County, Nebraska","Lancaster County, Nebraska"
"","","Howard County, Indiana","Howard County, Indiana"
"","","Newport News city, Virginia","Newport News city, Virginia"
"","","Payne County, Oklahoma","Payne County, Oklahoma"
"","","Martin County, Florida","Martin County, Florida"
"","","Anchorage Municipality, Alaska","Anchorage Municipality, Alaska"
"","","Doña Ana County, New Mexico","Doña Ana County, New Mexico"
"","","Chemung County, New York","Chemung County, New York"
"","","Ozaukee County, Wisconsin","Ozaukee County, Wisconsin"
"","","Laramie County, Wyoming","Laramie County, Wyoming"
"","","Clallam County, Washington","Clallam County, Washington"
"","","Lauderdale County, Mississippi","Lauderdale County, Mississippi"
"","","Manitowoc County, Wisconsin","Manitowoc County, Wisconsin"
"","","Craven County, North Carolina","Craven County, North Carolina"
"","","Clayton County, Georgia","Clayton County, Georgia"
"","","Grant County, Indiana","Grant County, Indiana"
"","","Wayne County, New York","Wayne County, New York"
"","","Kosciusko County, Indiana","Kosciusko County, Indiana"
"","","Cayuga County, New York","Cayuga County, New York"
"","","Paulding County, Georgia","Paulding County, Georgia"
"","","Surry County, North Carolina","Surry County, North Carolina"
"","","Franklin County, Missouri","Franklin County, Missouri"
"","","Penobscot County, Maine","Penobscot County, Maine"
"","","Santa Fe County, New Mexico","Santa Fe County, New Mexico"
"","","Cabarrus County, North Carolina","Cabarrus County, North Carolina"
"","","Bay County, Florida","Bay County, Florida"
"","","St. Lucie County, Florida","St. Lucie County, Florida"
"","","Cole County, Missouri","Cole County, Missouri"
"","","LaSalle County, Illinois","LaSalle County, Illinois"
"","","Carroll County, Georgia","Carroll County, Georgia"
"","","Tarrant County, Texas","Tarrant County, Texas"
"","","Dallas County, Texas","Dallas County, Texas"
"","","Wise County, Texas","Wise County, Texas"
"","","Macon County, Illinois","Macon County, Illinois"
"","","Collin County, Texas","Collin County, Texas"
"","","Potter County, Texas","Potter County, Texas"
"","","Lubbock County, Texas","Lubbock County, Texas"
"","","Johnson County, Texas","Johnson County, Texas"
"","","Tom Green County, Texas","Tom Green County, Texas"
"","","McLennan County, Texas","McLennan County, Texas"
"","","Valencia County, New Mexico","Valencia County, New Mexico"
"","","San Bernardino County, California","San Bernardino County, California"
"","","Northeastern Connecticut Planning Region, Connecticut","Northeastern Connecticut Planning Region, Connecticut"
"","","Lake County, Ohio","Lake County, Ohio"
"","","Jackson County, Oregon","Jackson County, Oregon"
"","","Charlotte County, Florida","Charlotte County, Florida"
"","","Alamance County, North Carolina","Alamance County, North Carolina"
"","","Durham County, North Carolina","Durham County, North Carolina"
"","","Crawford County, Pennsylvania","Crawford County, Pennsylvania"
"","","McLean County, Illinois","McLean County, Illinois"
"","","Genesee County, Michigan","Genesee County, Michigan"
"","","Wayne County, North Carolina","Wayne County, North Carolina"
"","","Iredell County, North Carolina","Iredell County, North Carolina"
"","","Portage County, Wisconsin","Portage County, Wisconsin"
"","","Boone County, Kentucky","Boone County, Kentucky"
"","","Lincoln County, North Carolina","Lincoln County, North Carolina"
"","","Forsyth County, North Carolina","Forsyth County, North Carolina"
"","","Franklin County, Ohio","Franklin County, Ohio"
"","","Hancock County, Ohio","Hancock County, Ohio"
"","","Guilford County, North Carolina","Guilford County, North Carolina"
"","","Wilson County, North Carolina","Wilson County, North Carolina"
"","","Warren County, Ohio","Warren County, Ohio"
"","","Arecibo Municipio, Puerto Rico","Arecibo Municipio, Puerto Rico"
"","","Wayne County, Ohio","Wayne County, Ohio"
"","","Luzerne County, Pennsylvania","Luzerne County, Pennsylvania"
"","","Lycoming County, Pennsylvania","Lycoming County, Pennsylvania"
"","","Polk County, Oregon","Polk County, Oregon"
"","","Lebanon County, Pennsylvania","Lebanon County, Pennsylvania"
"","","Butler County, Pennsylvania","Butler County, Pennsylvania"
"","","Cambria County, Pennsylvania","Cambria County, Pennsylvania"
"","","St. Francois County, Missouri","St. Francois County, Missouri"
"","","Putnam County, Tennessee","Putnam County, Tennessee"
"","","LaPorte County, Indiana","LaPorte County, Indiana"
"","","Parker County, Texas","Parker County, Texas"
"","","Sussex County, New Jersey","Sussex County, New Jersey"
"","","Fond du Lac County, Wisconsin","Fond du Lac County, Wisconsin"
"","","Alexandria city, Virginia","Alexandria city, Virginia"
"","","Rockingham County, North Carolina","Rockingham County, North Carolina"
"","","St. Croix County, Wisconsin","St. Croix County, Wisconsin"
"","","Bastrop County, Texas","Bastrop County, Texas"
"","","Carroll County, Maryland","Carroll County, Maryland"
"","","Washington County, Rhode Island","Washington County, Rhode Island"
"","","Coweta County, Georgia","Coweta County, Georgia"
"","","Eau Claire County, Wisconsin","Eau Claire County, Wisconsin"
"","","Norfolk County, Massachusetts","Norfolk County, Massachusetts"
"","","Okaloosa County, Florida","Okaloosa County, Florida"
"","","Jefferson County, Wisconsin","Jefferson County, Wisconsin"
"","","Lee County, Alabama","Lee County, Alabama"
"","","Harrison County, Mississippi","Harrison County, Mississippi"
"","","McHenry County, Illinois","McHenry County, Illinois"
"","","Winnebago County, Illinois","Winnebago County, Illinois"
"","","Allen County, Indiana","Allen County, Indiana"
"","","Pueblo County, Colorado","Pueblo County, Colorado"
"","","Kenton County, Kentucky","Kenton County, Kentucky"
"","","Woodbury County, Iowa","Woodbury County, Iowa"
"","","Fauquier County, Virginia","Fauquier County, Virginia"
"","","Orange County, North Carolina","Orange County, North Carolina"
"","","St. Lawrence County, New York","St. Lawrence County, New York"
"","","Licking County, Ohio","Licking County, Ohio"
"","","Douglas County, Kansas","Douglas County, Kansas"
"","","Ross County, Ohio","Ross County, Ohio"
"","","St. Clair County, Illinois","St. Clair County, Illinois"
"","","Washington County, Utah","Washington County, Utah"
"","","Jackson County, Michigan","Jackson County, Michigan"
"","","Wood County, Wisconsin","Wood County, Wisconsin"
"","","Toa Baja Municipio, Puerto Rico","Toa Baja Municipio, Puerto Rico"
"","","Chittenden County, Vermont","Chittenden County, Vermont"
"","","Chelan County, Washington","Chelan County, Washington"
"","","Marathon County, Wisconsin","Marathon County, Wisconsin"
"","","Washington County, Wisconsin","Washington County, Wisconsin"
"","","Toa Alta Municipio, Puerto Rico","Toa Alta Municipio, Puerto Rico"
"","","Adams County, Pennsylvania","Adams County, Pennsylvania"
"","","Broomfield County, Colorado","Broomfield County, Colorado"
"","","Kendall County, Illinois","Kendall County, Illinois"
"","","Berkshire County, Massachusetts","Berkshire County, Massachusetts"
"","","Carbon County, Pennsylvania","Carbon County, Pennsylvania"
"","","Hillsborough County, New Hampshire","Hillsborough County, New Hampshire"
"","","Wichita County, Texas","Wichita County, Texas"
"","","Chatham County, North Carolina","Chatham County, North Carolina"
"","","Ascension Parish, Louisiana","Ascension Parish, Louisiana"
"","","Forsyth County, Georgia","Forsyth County, Georgia"
"","","Dakota County, Minnesota","Dakota County, Minnesota"
"","","Washington County, Tennessee","Washington County, Tennessee"
"","","Saline County, Arkansas","Saline County, Arkansas"
"","","Douglas County, Georgia","Douglas County, Georgia"
"","","Polk County, Iowa","Polk County, Iowa"
"","","Dallas County, Iowa","Dallas County, Iowa"
"","","Muskingum County, Ohio","Muskingum County, Ohio"
"","","X","Georgetown County, South Carolina"
"","","X","Stanly County, North Carolina"
"","","X","Rutherford County, North Carolina"
"","","X","Nacogdoches County, Texas"
"","","X","Columbia County, Pennsylvania"
"","","X","Belknap County, New Hampshire"
